event_id,user_id,timestamp,action_type,item_id,product_type,eco_score,refurbished,delivery_type,used_green_toggle,session_id
5994,422,2024-10-26 02:16:34,view,1564,Geyser,129.52,1,instant,0,session_422_31
5995,407,2025-02-28 23:17:50,green_toggle,4226,Refrigerator,222.21,0,instant,1,session_407_30
5996,457,2025-05-09 08:44:11,view,1745,Water Purifier,195.72,1,instant,0,session_457_50
5997,216,2024-01-09 02:40:22,refurbished_purchase,1301,Geyser,32.38,1,instant,1,session_216_14
5998,14,2024-09-08 00:22:08,view,1368,Water Purifier,150.79,0,instant,1,session_14_54
5999,38,2024-08-19 10:13:51,green_toggle,2101,Geyser,122.38,0,instant,1,session_38_70
6000,117,2025-01-16 12:10:47,normal_purchase,2601,Air Conditioner,324.9,0,instant,1,session_117_80
6001,2,2024-02-24 10:32:02,normal_purchase,2262,Television,239.18,0,delayed,1,session_2_62
6002,329,2024-03-01 23:46:49,refurbished_purchase,4647,Washing Machine,97.69,1,instant,1,session_329_56
6003,148,2025-02-16 00:36:37,green_toggle,475,Television,149.22,0,instant,1,session_148_26
6004,335,2025-06-22 21:07:38,view,2055,Washing Machine,256.42,0,delayed,0,session_335_55
6005,360,2024-10-13 13:44:51,green_toggle,3627,Geyser,106.72,0,instant,1,session_360_68
6006,111,2025-05-11 21:43:03,view,1094,Cooler,102.5,1,delayed,1,session_111_21
6007,142,2024-05-24 13:14:39,view,4593,Cooler,118.48,0,instant,0,session_142_54
6008,354,2024-03-08 15:18:06,view,83,Water Purifier,144.37,1,delayed,0,session_354_89
6009,30,2025-03-15 01:42:32,view,398,Television,221.78,0,instant,0,session_30_8
6010,403,2024-01-18 22:31:37,view,4515,Refrigerator,342.33,0,delayed,0,session_403_67
6011,334,2025-03-31 12:48:28,refurbished_purchase,2160,Air Conditioner,154.42,1,instant,1,session_334_4
6012,196,2024-09-11 22:07:43,refurbished_purchase,1177,Geyser,54.19,1,instant,1,session_196_34
6013,224,2025-04-10 09:09:46,green_toggle,2156,Fans,94.63,0,instant,1,session_224_49
6014,97,2024-11-28 04:49:55,view,3881,Gas Stove,136.43,0,delayed,0,session_97_10
6015,44,2024-07-22 00:23:55,delayed_delivery,1563,Washing Machine,166.37,0,delayed,1,session_44_59
6016,298,2024-07-01 07:32:57,view,36,Television,292.94,1,delayed,0,session_298_100
6017,303,2024-07-26 12:06:54,view,4876,Gas Stove,198.56,1,instant,1,session_303_95
6018,387,2025-02-27 04:23:54,normal_purchase,2173,Mixer Grinder,58.16,0,instant,0,session_387_72
6019,146,2024-07-09 00:24:33,normal_purchase,4564,Water Purifier,160.52,1,instant,0,session_146_72
6020,36,2024-09-10 19:38:27,normal_purchase,541,Cooler,167.24,0,instant,1,session_36_26
6021,67,2024-07-03 21:42:39,green_toggle,3169,Mixer Grinder,35.41,0,instant,1,session_67_22
6022,451,2024-01-11 11:46:19,normal_purchase,2476,Washing Machine,266.29,0,delayed,1,session_451_16
6023,24,2024-05-19 05:30:58,normal_purchase,4905,Geyser,140.63,0,instant,0,session_24_55
6024,456,2025-06-10 14:00:56,green_toggle,2592,Air Conditioner,335.01,0,instant,1,session_456_44
6025,373,2024-02-16 20:07:29,refurbished_purchase,1727,Water Purifier,55.39,1,delayed,1,session_373_57
6026,366,2024-11-14 01:00:21,delayed_delivery,3538,Gas Stove,54.61,0,delayed,1,session_366_75
6027,410,2025-03-21 06:41:38,view,3331,Refrigerator,350.25,1,instant,0,session_410_21
6028,109,2025-03-05 08:24:55,view,3839,Television,278.5,0,instant,0,session_109_67
6029,375,2025-02-27 17:57:24,green_toggle,4501,Water Purifier,63.39,0,instant,1,session_375_18
6030,86,2024-11-06 19:28:38,refurbished_purchase,4152,Mixer Grinder,28.43,1,instant,1,session_86_17
6031,119,2024-03-26 19:56:20,delayed_delivery,4330,Geyser,65.23,0,delayed,1,session_119_77
6032,284,2024-02-21 20:51:24,green_toggle,4124,Water Purifier,108.38,0,instant,1,session_284_15
6033,238,2024-04-17 08:42:11,normal_purchase,3499,Gas Stove,127.89,0,instant,1,session_238_14
6034,500,2025-01-16 14:53:14,normal_purchase,1563,Gas Stove,212.95,1,instant,0,session_500_15
6035,473,2024-09-19 02:03:45,normal_purchase,2811,Cooler,185.64,1,instant,0,session_473_57
6036,95,2024-01-09 13:45:56,view,3443,Water Purifier,193.06,0,instant,0,session_95_62
6037,460,2024-04-10 10:44:37,view,1116,Refrigerator,372.09,1,delayed,0,session_460_94
6038,404,2025-01-29 23:31:16,green_toggle,1350,Gas Stove,84.69,0,instant,1,session_404_17
6039,246,2024-06-14 21:00:07,view,4900,Geyser,137.79,0,instant,0,session_246_54
6040,233,2024-12-09 21:25:47,view,3932,Cooler,116.3,0,instant,0,session_233_51
6041,238,2025-01-03 01:17:24,view,636,Refrigerator,335.48,0,instant,0,session_238_80
6042,385,2025-03-16 00:42:13,refurbished_purchase,11,Refrigerator,132.04,1,delayed,1,session_385_98
6043,77,2025-05-08 03:46:01,normal_purchase,3326,Air Conditioner,366.37,0,instant,1,session_77_50
6044,211,2024-10-30 18:23:56,normal_purchase,2396,Washing Machine,339.57,1,instant,0,session_211_52
6045,373,2025-06-15 00:21:43,green_toggle,3839,Fans,37.91,0,instant,1,session_373_72
6046,47,2024-11-03 20:33:04,view,4798,Mixer Grinder,61.62,0,instant,0,session_47_21
6047,150,2024-04-12 01:56:16,green_toggle,1677,Geyser,105.62,0,instant,1,session_150_30
6048,239,2024-02-28 14:07:44,view,1063,Geyser,101.84,0,instant,1,session_239_27
6049,304,2025-06-16 03:39:08,view,4064,Refrigerator,367.97,0,delayed,0,session_304_55
6050,101,2024-12-05 09:00:01,normal_purchase,4480,Television,155.02,1,delayed,0,session_101_69
6051,158,2024-09-05 14:44:38,view,909,Fans,122.1,0,instant,0,session_158_38
6052,478,2024-05-07 22:46:47,view,1057,Mixer Grinder,58.71,0,delayed,1,session_478_83
6053,169,2024-06-13 21:39:01,delayed_delivery,1917,Refrigerator,279.86,0,delayed,1,session_169_18
6054,159,2024-02-26 19:18:33,normal_purchase,3911,Gas Stove,153.17,0,instant,0,session_159_60
6055,46,2024-09-22 01:42:13,view,1419,Washing Machine,270.25,1,instant,0,session_46_46
6056,227,2024-06-23 05:34:54,view,3561,Gas Stove,153.31,0,instant,0,session_227_51
6057,55,2025-03-27 02:32:00,view,4589,Fans,134.33,0,instant,1,session_55_28
6058,428,2024-01-21 08:04:21,view,3927,Air Conditioner,400.57,0,delayed,1,session_428_63
6059,357,2025-01-25 01:41:26,delayed_delivery,2470,Water Purifier,60.39,0,delayed,1,session_357_75
6060,217,2025-01-21 15:05:38,green_toggle,2516,Gas Stove,61.01,1,instant,1,session_217_26
6061,443,2024-08-08 17:31:34,green_toggle,1403,Water Purifier,73.26,0,instant,1,session_443_11
6062,414,2024-03-23 22:30:25,green_toggle,3826,Gas Stove,115.15,0,instant,1,session_414_40
6063,370,2025-01-30 04:36:45,green_toggle,1667,Cooler,63.67,0,instant,1,session_370_63
6064,122,2024-10-14 10:16:10,view,1636,Gas Stove,145.02,0,instant,1,session_122_79
6065,78,2024-02-11 12:56:14,green_toggle,4747,Gas Stove,158.95,1,delayed,1,session_78_22
6066,347,2025-06-10 02:39:03,view,4549,Geyser,103.64,0,instant,0,session_347_10
6067,186,2024-04-22 19:02:14,normal_purchase,1340,Mixer Grinder,159.58,0,instant,0,session_186_80
6068,406,2025-03-07 07:42:16,normal_purchase,2122,Air Conditioner,327.6,1,instant,1,session_406_75
6069,480,2024-08-12 03:45:33,view,3066,Geyser,179.16,0,instant,1,session_480_14
6070,370,2024-11-06 20:46:46,view,2593,Water Purifier,133.5,1,instant,0,session_370_38
6071,443,2024-06-23 22:06:05,delayed_delivery,41,Television,98.03,1,delayed,1,session_443_96
6072,479,2024-10-26 04:46:30,view,3881,Gas Stove,188.22,0,instant,0,session_479_85
6073,495,2024-12-30 05:57:26,view,748,Fans,85.25,1,instant,1,session_495_94
6074,206,2025-05-16 19:09:13,green_toggle,1673,Mixer Grinder,42.18,0,instant,1,session_206_55
6075,244,2025-01-08 13:17:50,refurbished_purchase,3356,Cooler,41.96,1,instant,1,session_244_30
6076,292,2024-02-19 13:52:34,normal_purchase,4057,Water Purifier,185.04,0,instant,0,session_292_2
6077,381,2025-04-20 23:05:17,refurbished_purchase,1229,Mixer Grinder,15.33,1,delayed,1,session_381_4
6078,320,2025-04-08 23:27:42,view,404,Mixer Grinder,149.0,1,instant,1,session_320_92
6079,134,2024-09-17 05:42:24,delayed_delivery,2480,Mixer Grinder,86.09,0,delayed,1,session_134_91
6080,399,2024-02-14 16:34:21,view,4615,Television,249.94,0,instant,0,session_399_20
6081,331,2024-02-21 18:17:15,view,2897,Fans,113.23,0,instant,0,session_331_46
6082,448,2025-05-09 07:00:34,view,4286,Geyser,196.14,1,instant,0,session_448_45
6083,250,2025-06-30 16:04:53,view,3445,Gas Stove,125.52,0,instant,0,session_250_35
6084,160,2025-02-07 22:35:46,view,4044,Cooler,156.34,0,instant,0,session_160_39
6085,155,2025-02-21 19:19:13,view,2328,Water Purifier,175.38,0,instant,1,session_155_51
6086,76,2024-10-18 03:00:04,green_toggle,2263,Washing Machine,230.18,0,instant,1,session_76_89
6087,431,2024-07-30 17:54:22,green_toggle,1383,Air Conditioner,291.64,0,instant,1,session_431_29
6088,439,2024-02-07 00:26:20,green_toggle,4685,Gas Stove,97.19,0,instant,1,session_439_71
6089,315,2025-03-08 10:59:35,normal_purchase,977,Refrigerator,375.64,1,delayed,1,session_315_25
6090,6,2024-08-20 09:00:19,refurbished_purchase,1384,Water Purifier,34.62,1,delayed,1,session_6_33
6091,305,2024-03-16 12:50:14,normal_purchase,585,Television,214.12,1,instant,1,session_305_85
6092,166,2025-02-22 14:13:50,view,156,Air Conditioner,434.1,1,instant,1,session_166_57
6093,397,2025-03-29 01:11:45,normal_purchase,4509,Geyser,187.35,1,instant,0,session_397_29
6094,95,2025-05-28 11:38:55,view,447,Cooler,107.14,1,delayed,0,session_95_88
6095,45,2025-04-03 19:11:17,view,1881,Water Purifier,162.75,1,instant,0,session_45_71
6096,343,2024-11-09 16:16:21,delayed_delivery,3906,Water Purifier,114.78,0,delayed,1,session_343_65
6097,62,2024-01-19 08:49:32,delayed_delivery,2201,Television,165.48,0,delayed,1,session_62_65
6098,22,2024-12-14 07:28:51,view,4838,Refrigerator,309.18,0,instant,0,session_22_14
6099,394,2024-01-16 10:57:54,refurbished_purchase,2862,Refrigerator,150.27,1,delayed,1,session_394_2
6100,236,2025-06-28 15:27:54,refurbished_purchase,2139,Geyser,53.26,1,instant,1,session_236_56
6101,495,2024-03-31 10:25:27,view,3850,Geyser,175.73,1,instant,0,session_495_23
6102,127,2024-11-24 18:02:53,view,2964,Mixer Grinder,60.54,1,instant,0,session_127_28
6103,500,2024-12-05 13:18:50,refurbished_purchase,1411,Water Purifier,41.21,1,instant,1,session_500_38
6104,345,2025-04-16 01:13:05,view,1880,Refrigerator,360.55,0,instant,0,session_345_39
6105,202,2024-10-09 02:09:15,view,786,Refrigerator,378.31,0,instant,0,session_202_13
6106,208,2024-11-09 00:00:17,delayed_delivery,2101,Fans,49.59,0,delayed,1,session_208_26
6107,92,2025-02-17 04:59:25,view,3697,Refrigerator,309.65,0,instant,0,session_92_67
6108,32,2025-05-11 21:37:24,refurbished_purchase,2165,Gas Stove,44.29,1,instant,1,session_32_90
6109,37,2025-01-05 04:55:53,refurbished_purchase,3312,Air Conditioner,123.16,1,instant,1,session_37_24
6110,96,2024-04-29 19:41:08,delayed_delivery,4340,Water Purifier,106.63,0,delayed,1,session_96_39
6111,344,2024-06-28 06:32:02,delayed_delivery,2060,Water Purifier,115.23,0,delayed,1,session_344_88
6112,198,2024-10-15 19:40:42,normal_purchase,4334,Fans,164.26,0,instant,0,session_198_85
6113,131,2024-01-06 21:50:58,view,431,Washing Machine,281.71,0,delayed,0,session_131_15
6114,273,2024-12-13 13:49:36,green_toggle,1920,Water Purifier,72.41,1,instant,1,session_273_66
6115,200,2025-05-24 15:20:43,view,2597,Air Conditioner,439.96,0,instant,0,session_200_50
6116,19,2024-04-16 07:57:16,green_toggle,144,Refrigerator,251.69,0,instant,1,session_19_47
6117,457,2024-07-03 00:46:27,view,3162,Gas Stove,196.17,0,instant,0,session_457_25
6118,256,2024-08-28 06:23:17,green_toggle,2891,Fans,115.31,0,instant,1,session_256_43
6119,436,2025-03-04 14:05:41,view,4387,Washing Machine,324.64,0,delayed,1,session_436_81
6120,124,2025-05-04 20:12:36,refurbished_purchase,82,Mixer Grinder,18.2,1,instant,1,session_124_21
6121,417,2024-04-01 17:24:54,green_toggle,1548,Refrigerator,312.91,0,instant,1,session_417_98
6122,321,2024-05-27 18:44:31,green_toggle,3433,Washing Machine,204.99,0,delayed,1,session_321_83
6123,317,2024-05-19 06:05:48,refurbished_purchase,54,Cooler,41.7,1,instant,1,session_317_52
6124,321,2024-01-06 17:56:01,delayed_delivery,1316,Washing Machine,154.45,0,delayed,1,session_321_45
6125,210,2024-02-19 06:51:42,view,2728,Water Purifier,194.52,0,instant,0,session_210_80
6126,198,2024-06-16 00:30:48,delayed_delivery,3242,Air Conditioner,220.51,0,delayed,1,session_198_86
6127,436,2025-04-24 08:05:51,green_toggle,4780,Refrigerator,232.2,0,instant,1,session_436_71
6128,406,2024-10-05 19:57:43,normal_purchase,3556,Television,274.36,0,instant,0,session_406_71
6129,40,2024-04-23 06:18:00,view,3480,Air Conditioner,394.16,0,instant,0,session_40_49
6130,267,2025-04-16 20:01:08,view,888,Geyser,176.05,1,delayed,0,session_267_41
6131,198,2024-07-20 21:55:19,normal_purchase,3358,Mixer Grinder,51.11,0,delayed,1,session_198_88
6132,212,2024-08-07 07:00:03,normal_purchase,4175,Geyser,188.93,1,instant,0,session_212_42
6133,428,2024-10-12 21:13:44,delayed_delivery,4367,Mixer Grinder,25.13,0,delayed,1,session_428_73
6134,445,2025-03-27 23:42:35,green_toggle,3275,Water Purifier,84.96,1,delayed,1,session_445_26
6135,351,2024-07-27 05:07:53,view,800,Television,273.01,0,instant,0,session_351_33
6136,336,2024-02-07 02:33:53,normal_purchase,4514,Gas Stove,94.07,0,instant,0,session_336_6
6137,137,2024-10-10 22:00:59,view,3429,Fans,62.01,0,instant,1,session_137_29
6138,456,2025-04-29 17:28:42,green_toggle,4280,Water Purifier,112.64,0,instant,1,session_456_71
6139,141,2025-02-22 06:21:08,view,1415,Geyser,112.65,0,instant,1,session_141_52
6140,402,2024-01-09 03:03:20,green_toggle,708,Fans,118.33,0,instant,1,session_402_72
6141,430,2024-03-09 06:51:31,view,956,Air Conditioner,360.6,1,instant,0,session_430_4
6142,254,2024-08-26 03:24:55,normal_purchase,3007,Water Purifier,92.79,0,instant,0,session_254_15
6143,222,2025-01-14 23:23:58,green_toggle,1502,Air Conditioner,312.32,0,instant,1,session_222_56
6144,390,2024-08-13 09:55:01,view,58,Refrigerator,378.39,0,instant,1,session_390_32
6145,419,2024-09-15 00:08:59,normal_purchase,3996,Gas Stove,131.66,1,instant,0,session_419_27
6146,84,2025-01-09 08:27:14,refurbished_purchase,717,Geyser,41.77,1,delayed,1,session_84_67
6147,128,2024-06-02 04:53:22,view,4494,Refrigerator,310.39,0,instant,0,session_128_44
6148,320,2025-03-22 01:38:17,view,1827,Television,242.93,0,instant,0,session_320_31
6149,219,2024-06-21 13:00:43,normal_purchase,4733,Water Purifier,168.01,0,instant,1,session_219_89
6150,293,2024-10-20 08:44:16,view,1084,Mixer Grinder,54.33,0,instant,1,session_293_75
6151,12,2024-01-15 18:21:44,view,4495,Cooler,140.02,0,instant,0,session_12_36
6152,277,2025-05-22 19:46:13,view,324,Mixer Grinder,85.43,1,instant,0,session_277_92
6153,18,2024-09-21 22:41:12,view,1740,Fans,149.8,1,instant,1,session_18_55
6154,347,2024-02-10 23:18:15,view,1659,Fans,77.25,0,instant,0,session_347_42
6155,249,2025-01-03 08:37:19,normal_purchase,4470,Air Conditioner,439.21,0,instant,0,session_249_34
6156,351,2024-08-06 23:09:10,view,2499,Air Conditioner,355.98,0,instant,1,session_351_34
6157,423,2025-01-30 06:16:23,delayed_delivery,4327,Television,78.48,0,delayed,1,session_423_51
6158,327,2024-11-29 15:08:02,view,4222,Washing Machine,298.43,0,instant,0,session_327_1
6159,479,2024-01-10 13:06:24,view,494,Washing Machine,346.72,0,instant,0,session_479_45
6160,256,2025-03-24 09:21:01,view,1477,Washing Machine,260.45,1,delayed,0,session_256_24
6161,44,2024-02-03 14:21:37,green_toggle,565,Water Purifier,61.42,0,instant,1,session_44_8
6162,404,2025-01-22 23:29:57,green_toggle,4399,Mixer Grinder,65.02,0,instant,1,session_404_56
6163,286,2024-02-18 23:54:32,view,3624,Geyser,167.61,0,instant,0,session_286_44
6164,264,2024-04-21 01:58:09,view,1253,Water Purifier,166.7,0,instant,0,session_264_4
6165,208,2024-07-20 13:26:38,green_toggle,232,Television,120.06,0,instant,1,session_208_43
6166,407,2024-10-15 09:22:28,refurbished_purchase,3752,Cooler,55.19,1,instant,1,session_407_64
6167,16,2025-04-01 02:42:52,green_toggle,2826,Fans,96.36,0,delayed,1,session_16_36
6168,340,2025-01-14 20:40:59,view,3445,Air Conditioner,396.31,0,delayed,0,session_340_50
6169,314,2024-04-23 16:49:21,view,937,Water Purifier,156.49,0,instant,0,session_314_59
6170,4,2025-02-26 13:49:28,green_toggle,2128,Gas Stove,90.15,0,instant,1,session_4_46
6171,290,2024-09-30 03:39:03,view,878,Water Purifier,164.4,0,instant,0,session_290_49
6172,12,2024-05-19 17:17:24,view,1042,Gas Stove,147.49,1,instant,0,session_12_16
6173,100,2025-05-27 06:58:19,view,2473,Refrigerator,361.66,0,instant,0,session_100_60
6174,207,2025-01-15 07:05:31,view,4045,Geyser,178.61,0,instant,0,session_207_9
6175,497,2024-02-20 01:51:55,green_toggle,4951,Fans,108.49,0,instant,1,session_497_86
6176,99,2024-12-06 23:22:49,view,2722,Air Conditioner,353.51,0,delayed,1,session_99_23
6177,193,2025-04-22 03:54:37,view,2150,Cooler,160.91,0,instant,1,session_193_83
6178,306,2024-08-11 18:31:29,green_toggle,2860,Gas Stove,140.34,0,instant,1,session_306_21
6179,440,2024-03-11 22:51:01,view,2740,Water Purifier,172.79,0,instant,0,session_440_5
6180,138,2025-02-17 21:53:22,view,3246,Geyser,160.39,0,instant,0,session_138_17
6181,319,2025-01-16 10:24:34,view,2987,Water Purifier,132.26,0,instant,0,session_319_33
6182,114,2024-09-13 18:07:23,green_toggle,4393,Fans,67.97,0,instant,1,session_114_72
6183,115,2024-09-02 20:31:24,normal_purchase,2428,Washing Machine,237.46,0,instant,1,session_115_15
6184,4,2024-04-13 21:25:19,view,1582,Cooler,193.27,1,instant,1,session_4_86
6185,427,2024-01-25 10:41:52,green_toggle,1790,Fans,78.77,0,instant,1,session_427_19
6186,219,2024-10-01 04:53:56,view,4947,Gas Stove,168.63,0,instant,1,session_219_48
6187,496,2024-12-05 08:09:20,normal_purchase,2,Cooler,120.46,0,instant,0,session_496_7
6188,322,2025-03-25 09:34:42,green_toggle,2897,Refrigerator,240.01,1,instant,1,session_322_47
6189,221,2024-01-09 16:07:59,normal_purchase,4405,Fans,58.08,0,instant,0,session_221_73
6190,453,2024-11-08 14:57:02,view,3068,Cooler,109.35,1,instant,0,session_453_63
6191,50,2024-12-12 08:13:51,view,3681,Fans,83.96,1,instant,1,session_50_24
6192,143,2024-01-12 04:03:47,refurbished_purchase,171,Mixer Grinder,26.83,1,instant,1,session_143_70
6193,178,2024-04-12 04:35:34,normal_purchase,1723,Mixer Grinder,118.3,0,instant,0,session_178_64
6194,93,2025-06-16 11:42:39,view,4904,Mixer Grinder,105.39,1,instant,1,session_93_14
6195,148,2025-02-14 23:01:51,view,3568,Mixer Grinder,55.32,0,instant,1,session_148_46
6196,477,2024-11-06 16:41:59,normal_purchase,1732,Washing Machine,229.68,0,instant,0,session_477_73
6197,190,2025-03-14 06:06:27,normal_purchase,4380,Air Conditioner,340.13,0,instant,0,session_190_56
6198,355,2024-09-21 13:43:19,view,525,Cooler,194.8,0,instant,0,session_355_46
6199,363,2024-02-21 05:55:31,refurbished_purchase,3399,Water Purifier,54.24,1,instant,1,session_363_78
6200,297,2024-08-04 08:57:45,view,3886,Geyser,125.69,0,delayed,0,session_297_11
6201,69,2025-03-31 10:26:14,refurbished_purchase,271,Washing Machine,121.37,1,instant,1,session_69_82
6202,83,2025-03-08 00:56:57,view,4177,Refrigerator,397.11,0,delayed,0,session_83_3
6203,170,2025-04-01 19:02:50,normal_purchase,2694,Washing Machine,344.73,1,instant,0,session_170_16
6204,347,2024-03-24 03:24:36,view,424,Mixer Grinder,81.97,0,instant,0,session_347_61
6205,92,2024-04-27 15:57:13,green_toggle,517,Water Purifier,124.01,0,delayed,1,session_92_70
6206,248,2024-09-04 23:46:44,view,43,Mixer Grinder,88.37,0,instant,0,session_248_70
6207,90,2024-05-01 04:21:42,refurbished_purchase,3147,Geyser,36.25,1,delayed,1,session_90_1
6208,66,2025-05-06 19:28:44,view,4872,Fans,84.75,0,instant,0,session_66_75
6209,419,2024-07-02 17:20:27,normal_purchase,965,Air Conditioner,337.38,0,instant,0,session_419_7
6210,483,2024-12-28 19:06:14,green_toggle,3965,Mixer Grinder,92.66,1,delayed,1,session_483_80
6211,292,2024-07-21 03:08:49,view,635,Air Conditioner,435.12,0,instant,1,session_292_52
6212,361,2025-01-20 02:48:45,green_toggle,85,Television,214.0,0,delayed,1,session_361_84
6213,133,2024-12-31 09:48:50,refurbished_purchase,3845,Mixer Grinder,22.39,1,instant,1,session_133_28
6214,412,2024-10-13 09:49:43,view,3067,Mixer Grinder,89.51,1,delayed,1,session_412_52
6215,310,2024-09-23 02:40:27,refurbished_purchase,4063,Television,73.07,1,delayed,1,session_310_89
6216,279,2024-12-04 06:48:41,refurbished_purchase,2112,Mixer Grinder,26.56,1,instant,1,session_279_52
6217,233,2024-02-26 15:14:55,view,3069,Refrigerator,343.75,1,instant,1,session_233_53
6218,136,2024-07-13 01:43:49,view,3040,Gas Stove,108.78,0,instant,0,session_136_64
6219,384,2024-06-29 19:59:21,green_toggle,178,Television,91.4,0,instant,1,session_384_52
6220,287,2024-09-20 08:42:49,view,3967,Fans,66.98,1,delayed,0,session_287_87
6221,163,2024-07-31 04:45:12,view,733,Fans,110.0,0,delayed,0,session_163_70
6222,71,2025-06-30 20:17:35,view,1127,Refrigerator,301.85,1,instant,1,session_71_79
6223,264,2024-06-25 09:43:28,view,3622,Washing Machine,292.97,0,instant,0,session_264_21
6224,460,2024-03-01 02:51:20,normal_purchase,1247,Water Purifier,105.5,0,instant,0,session_460_65
6225,490,2025-04-24 13:33:10,green_toggle,2263,Water Purifier,144.96,0,delayed,1,session_490_72
6226,425,2025-06-03 06:04:20,green_toggle,1296,Refrigerator,236.39,0,instant,1,session_425_100
6227,354,2025-04-21 16:18:51,view,3895,Refrigerator,370.95,0,instant,0,session_354_31
6228,222,2024-08-25 22:24:05,green_toggle,1002,Fans,68.88,1,instant,1,session_222_93
6229,62,2025-04-16 22:09:41,view,3234,Refrigerator,326.76,0,instant,0,session_62_13
6230,167,2024-01-17 19:39:13,view,2626,Refrigerator,381.59,0,delayed,1,session_167_14
6231,497,2025-02-16 02:05:16,view,4889,Water Purifier,122.85,0,instant,1,session_497_30
6232,244,2024-10-17 16:16:43,view,3640,Gas Stove,119.04,0,instant,0,session_244_33
6233,179,2024-01-06 17:28:43,refurbished_purchase,2295,Fans,27.41,1,instant,1,session_179_36
6234,166,2025-02-13 08:29:14,green_toggle,3766,Mixer Grinder,119.8,0,instant,1,session_166_96
6235,395,2025-03-30 16:03:27,view,478,Television,182.45,0,instant,0,session_395_72
6236,418,2024-05-12 10:01:42,refurbished_purchase,3087,Mixer Grinder,15.28,1,delayed,1,session_418_20
6237,148,2024-01-09 23:29:16,refurbished_purchase,3415,Television,51.37,1,delayed,1,session_148_57
6238,253,2025-01-15 05:56:38,view,3239,Fans,141.69,0,instant,0,session_253_29
6239,280,2024-07-27 23:37:10,view,2511,Television,223.5,0,instant,1,session_280_14
6240,236,2024-04-10 06:11:54,view,4677,Geyser,145.75,1,instant,0,session_236_47
6241,105,2024-03-22 01:38:10,refurbished_purchase,3318,Gas Stove,35.82,1,instant,1,session_105_61
6242,273,2024-07-27 00:02:10,normal_purchase,2263,Geyser,178.16,0,instant,0,session_273_70
6243,93,2025-06-02 08:12:34,view,2931,Cooler,150.74,1,instant,0,session_93_48
6244,338,2025-01-25 03:10:21,view,3867,Gas Stove,143.03,1,instant,0,session_338_75
6245,229,2024-11-04 20:26:01,view,4285,Fans,62.32,0,instant,0,session_229_31
6246,180,2024-07-28 03:10:59,view,1924,Cooler,102.21,0,instant,1,session_180_22
6247,110,2024-03-06 23:51:23,normal_purchase,3416,Air Conditioner,458.08,0,instant,1,session_110_35
6248,379,2024-02-17 22:54:30,green_toggle,2012,Cooler,116.64,1,delayed,1,session_379_57
6249,347,2024-03-20 04:20:03,green_toggle,4995,Fans,59.22,0,instant,1,session_347_45
6250,312,2024-06-06 06:33:28,view,3008,Television,278.97,0,instant,0,session_312_28
6251,142,2024-07-31 15:52:28,normal_purchase,3055,Gas Stove,189.79,0,instant,0,session_142_99
6252,470,2025-03-23 03:56:39,view,1422,Water Purifier,129.88,0,instant,1,session_470_52
6253,368,2025-02-21 19:04:54,green_toggle,3710,Cooler,139.64,1,instant,1,session_368_74
6254,185,2024-05-13 18:50:44,view,4556,Air Conditioner,366.76,0,instant,0,session_185_42
6255,260,2024-10-25 19:15:02,view,2704,Water Purifier,113.12,1,instant,0,session_260_21
6256,86,2025-01-19 17:12:17,normal_purchase,645,Air Conditioner,458.99,0,instant,0,session_86_55
6257,67,2024-09-18 08:06:54,view,827,Water Purifier,180.86,0,delayed,1,session_67_89
6258,480,2024-04-17 19:14:49,view,2219,Mixer Grinder,122.98,0,instant,0,session_480_22
6259,349,2024-06-21 05:33:18,green_toggle,3747,Air Conditioner,275.75,0,instant,1,session_349_43
6260,320,2025-04-23 22:56:34,view,723,Water Purifier,165.66,0,instant,0,session_320_83
6261,191,2024-07-28 22:24:52,refurbished_purchase,3611,Mixer Grinder,26.7,1,instant,1,session_191_4
6262,165,2025-02-11 02:05:47,view,4709,Air Conditioner,422.16,0,instant,1,session_165_77
6263,286,2025-03-05 22:53:17,delayed_delivery,3262,Water Purifier,53.43,0,delayed,1,session_286_30
6264,272,2025-03-17 05:57:20,normal_purchase,4666,Cooler,150.51,0,instant,0,session_272_25
6265,374,2024-06-19 06:56:25,view,3327,Geyser,186.8,0,instant,1,session_374_73
6266,245,2024-01-06 04:44:21,delayed_delivery,145,Refrigerator,172.72,0,delayed,1,session_245_98
6267,261,2024-12-14 16:33:28,view,4267,Television,267.89,1,instant,0,session_261_83
6268,349,2025-04-27 17:00:46,view,390,Mixer Grinder,144.5,0,instant,0,session_349_15
6269,299,2025-04-27 13:33:38,normal_purchase,2873,Mixer Grinder,125.98,1,instant,0,session_299_80
6270,290,2024-04-29 12:07:59,view,1969,Geyser,183.88,0,instant,0,session_290_59
6271,348,2024-06-24 23:31:09,green_toggle,3198,Washing Machine,221.67,0,delayed,1,session_348_16
6272,228,2025-01-28 09:14:51,view,2885,Refrigerator,357.2,0,instant,0,session_228_16
6273,326,2024-10-31 06:04:33,normal_purchase,3356,Washing Machine,369.75,0,instant,0,session_326_25
6274,194,2024-09-15 04:55:45,view,4995,Fans,115.57,1,instant,0,session_194_26
6275,266,2024-02-21 23:01:32,green_toggle,1662,Air Conditioner,240.96,1,instant,1,session_266_18
6276,77,2024-01-06 13:48:41,delayed_delivery,3791,Geyser,81.2,0,delayed,1,session_77_5
