itemID,Product,Variety/Size,Brand,price,Production(kg CO2e),Packaging(kg CO2e),Logistics(kg CO2e),Total(kg CO2e),refurbished_available
2531,Air Conditioner,1.5 Ton,Hitachi,47657,287.5,28.75,28.75,345.0,0
2532,Refrigerator,300 L,Whirlpool,25854,192.0,19.2,24.0,235.2,0
2533,Water Purifier,RO+UV+UF,HUL,15262,80.0,8.0,4.0,92.0,1
2534,Gas Stove/Cooktop,4 Burner,Bajaj,7513,50.5,5.05,5.05,60.6,1
2535,Air Conditioner,1 Ton,Voltas,25629,200.0,20.0,25.0,245.0,0
2536,Water Purifier,RO+UV+UF,HUL,10617,80.0,8.0,4.0,92.0,1
2537,Television,55 inch,Vu,69641,198.0,19.8,38.5,256.3,0
2538,Gas Stove/Cooktop,2 Burner,Butterfly,2859,28.5,2.85,2.85,34.2,0
2539,Television,43 inch,TCL,30909,117.6,11.76,24.5,153.86,0
2540,Mixer Grinder,750 W,Philips,3141,73.5,7.35,7.35,88.2,1
2541,Cooler,20 L,Havells,7382,30.0,3.0,8.0,41.0,0
2542,Washing Machine,9 kg,Godrej,49554,178.2,17.82,17.82,213.84,0
2543,Cooler,20 L,Symphony,9481,33.0,3.3,8.8,45.1,1
2544,Television,32 inch,Sony,19150,120.0,12.0,24.0,156.0,1
2545,Television,43 inch,Xiaomi,29294,123.6,12.36,25.75,161.71,1
2546,Cooler,50 L,Kenstar,16600,49.5,4.95,9.9,64.35,0
2547,Refrigerator,500 L,Samsung,64234,237.5,23.75,38.0,299.25,1
2548,Mixer Grinder,750 W,Panasonic,5048,70.0,7.0,7.0,84.0,0
2549,Fans,52 inch,Orient,2737,27.25,2.73,3.27,33.25,0
2550,Mixer Grinder,500 W,Havells,3906,50.0,5.0,5.0,60.0,0
2551,Water Purifier,RO+UV,Livpure,14182,63.0,6.3,4.2,73.5,0
2552,Air Conditioner,1 Ton,Samsung,34846,190.0,19.0,23.75,232.75,0
2553,Television,55 inch,OnePlus,48932,183.6,18.36,35.7,237.66,0
2554,Refrigerator,300 L,Panasonic,38723,200.0,20.0,25.0,245.0,0
2555,Fans,48 inch,Atomberg,1784,21.0,2.1,2.1,25.2,0
2556,Television,55 inch,Vu,66516,198.0,19.8,38.5,256.3,1
2557,Gas Stove/Cooktop,3 Burner,Butterfly,4428,38.0,3.8,3.8,45.6,0
2558,Fans,52 inch,Usha,2819,25.5,2.55,3.06,31.11,0
2559,Television,55 inch,LG,69507,176.4,17.64,34.3,228.34,1
2560,Refrigerator,300 L,Samsung,28235,190.0,19.0,23.75,232.75,1
2561,Air Conditioner,1.5 Ton,LG,37962,245.0,24.5,24.5,294.0,0
2562,Refrigerator,500 L,Haier,48895,250.0,25.0,40.0,315.0,0
2563,Refrigerator,190 L,Haier,22097,150.0,15.0,15.0,180.0,0
2564,Refrigerator,300 L,Samsung,25062,190.0,19.0,23.75,232.75,1
2565,Cooler,50 L,Symphony,18568,55.0,5.5,11.0,71.5,0
2566,Gas Stove/Cooktop,2 Burner,Elica,3494,36.0,3.6,3.6,43.2,1
2567,Washing Machine,7 kg,Bosch,28723,115.2,11.52,11.52,138.24,0
2568,Cooler,50 L,Kenstar,11538,49.5,4.95,9.9,64.35,1
2569,Water Purifier,RO+UV+UF,Aquaguard,10251,81.6,8.16,4.08,93.84,1
2570,Gas Stove/Cooktop,3 Burner,Elica,5944,48.0,4.8,4.8,57.6,0
2571,Water Purifier,RO+UV,Aquaguard,10264,61.2,6.12,4.08,71.4,0
2572,Mixer Grinder,1000 W,Bajaj,7479,90.9,9.09,10.1,110.09,0
2573,Water Purifier,RO+UV,Kent,9692,60.0,6.0,4.0,70.0,0
2574,Washing Machine,7 kg,Whirlpool,28001,115.2,11.52,11.52,138.24,0
2575,Television,55 inch,TCL,57841,176.4,17.64,34.3,228.34,1
2576,Cooler,20 L,Kenstar,8922,29.7,2.97,7.92,40.59,0
2577,Mixer Grinder,1000 W,Havells,4941,90.0,9.0,10.0,109.0,1
2578,Refrigerator,300 L,LG,36061,196.0,19.6,24.5,240.1,0
2579,Refrigerator,500 L,Haier,61561,250.0,25.0,40.0,315.0,0
2580,Geyser/Water Heater,10 L,Crompton,3823,50.0,5.0,5.0,60.0,1
2581,Refrigerator,240 L,LG,22182,176.4,17.64,19.6,213.64,0
2582,Cooler,50 L,Bajaj,18646,50.5,5.05,10.1,65.65,1
2583,Refrigerator,340 L,Whirlpool,34891,211.2,21.12,28.8,261.12,1
2584,Television,43 inch,Sony,39305,144.0,14.4,30.0,188.4,0
2585,Geyser/Water Heater,10 L,AO Smith,3109,62.5,6.25,6.25,75.0,1
2586,Television,43 inch,Samsung,26506,114.0,11.4,23.75,149.15,0
2587,Refrigerator,340 L,Haier,48989,220.0,22.0,30.0,272.0,1
2588,Refrigerator,240 L,Samsung,29828,171.0,17.1,19.0,207.1,1
2589,Refrigerator,340 L,LG,34423,215.6,21.56,29.4,266.56,0
2590,Television,55 inch,Vu,60374,198.0,19.8,38.5,256.3,0
2591,Television,65 inch,OnePlus,87802,224.4,22.44,40.8,287.64,0
2592,Washing Machine,8 kg,LG,39093,147.0,14.7,14.7,176.4,0
2593,Washing Machine,9 kg,Godrej,33255,178.2,17.82,17.82,213.84,0
2594,Washing Machine,9 kg,Whirlpool,47473,172.8,17.28,17.28,207.36,1
2595,Geyser/Water Heater,6 L,Crompton,2592,40.0,4.0,4.0,48.0,1
2596,Fans,52 inch,Bajaj,2402,25.25,2.52,3.03,30.8,1
2597,Air Conditioner,2 Ton,Voltas,62901,300.0,30.0,32.0,362.0,0
2598,Gas Stove/Cooktop,2 Burner,Prestige,3589,30.0,3.0,3.0,36.0,0
2599,Geyser/Water Heater,10 L,Havells,5339,50.0,5.0,5.0,60.0,1
2600,Geyser/Water Heater,10 L,AO Smith,5856,62.5,6.25,6.25,75.0,1
2601,Fans,48 inch,Orient,2203,21.8,2.18,2.18,26.16,1
2602,Refrigerator,240 L,Haier,26711,180.0,18.0,20.0,218.0,1
2603,Air Conditioner,1 Ton,Blue Star,29915,202.0,20.2,25.25,247.45,0
2604,Gas Stove/Cooktop,3 Burner,Sunflame,5178,38.0,3.8,3.8,45.6,1
2605,Washing Machine,9 kg,Whirlpool,31114,172.8,17.28,17.28,207.36,0
2606,Washing Machine,9 kg,Bosch,33410,172.8,17.28,17.28,207.36,0
2607,Television,43 inch,Xiaomi,39738,123.6,12.36,25.75,161.71,1
2608,Washing Machine,6 kg,Whirlpool,20459,96.0,9.6,9.6,115.2,0
2609,Television,32 inch,Sony,27170,120.0,12.0,24.0,156.0,1
2610,Television,50 inch,Samsung,59247,142.5,14.25,28.5,185.25,0
2611,Television,55 inch,Xiaomi,52083,185.4,18.54,36.05,239.99,0
2612,Mixer Grinder,750 W,Preethi,4611,80.5,8.05,8.05,96.6,1
2613,Television,65 inch,LG,70682,215.6,21.56,39.2,276.36,1
2614,Gas Stove/Cooktop,3 Burner,Sunflame,5583,38.0,3.8,3.8,45.6,0
2615,Air Conditioner,1 Ton,Samsung,29544,190.0,19.0,23.75,232.75,1
2616,Geyser/Water Heater,6 L,Havells,3474,40.0,4.0,4.0,48.0,0
2617,Television,32 inch,OnePlus,29090,102.0,10.2,20.4,132.6,1
2618,Fans,52 inch,Crompton,2927,25.0,2.5,3.0,30.5,1
2619,Refrigerator,300 L,Haier,37315,200.0,20.0,25.0,245.0,1
2620,Television,32 inch,OnePlus,20156,102.0,10.2,20.4,132.6,1
2621,Washing Machine,9 kg,Samsung,36616,171.0,17.1,17.1,205.2,0
2622,Cooler,20 L,Crompton,6204,30.0,3.0,8.0,41.0,0
2623,Mixer Grinder,750 W,Morphy Richards,3438,77.0,7.7,7.7,92.4,1
2624,Refrigerator,300 L,Panasonic,33748,200.0,20.0,25.0,245.0,1
2625,Television,75 inch,Sony,100017,300.0,30.0,60.0,390.0,0
2626,Television,50 inch,TCL,46628,147.0,14.7,29.4,191.1,1
2627,Air Conditioner,2 Ton,Voltas,61644,300.0,30.0,32.0,362.0,1
2628,Mixer Grinder,1000 W,Havells,4825,90.0,9.0,10.0,109.0,0
2629,Refrigerator,240 L,Samsung,29034,171.0,17.1,19.0,207.1,1
2630,Refrigerator,500 L,Samsung,42455,237.5,23.75,38.0,299.25,1
2631,Refrigerator,500 L,Samsung,60350,237.5,23.75,38.0,299.25,0
2632,Gas Stove/Cooktop,4 Burner,Pigeon,6292,48.5,4.85,4.85,58.2,1
2633,Fans,52 inch,Havells,2657,25.0,2.5,3.0,30.5,0
2634,Air Conditioner,2 Ton,Voltas,47837,300.0,30.0,32.0,362.0,1
2635,Fans,48 inch,Usha,1862,20.4,2.04,2.04,24.48,0
2636,Washing Machine,6 kg,Whirlpool,23413,96.0,9.6,9.6,115.2,0
2637,Air Conditioner,1.5 Ton,Daikin,37187,237.5,23.75,23.75,285.0,0
2638,Refrigerator,190 L,Samsung,19325,142.5,14.25,14.25,171.0,0
2639,Mixer Grinder,1000 W,Havells,4088,90.0,9.0,10.0,109.0,1
2640,Refrigerator,340 L,Whirlpool,31240,211.2,21.12,28.8,261.12,1
2641,Air Conditioner,2 Ton,Daikin,55557,285.0,28.5,30.4,343.9,0
2642,Television,65 inch,OnePlus,63124,224.4,22.44,40.8,287.64,0
2643,Air Conditioner,1 Ton,Voltas,29196,200.0,20.0,25.0,245.0,0
2644,Television,55 inch,TCL,64152,176.4,17.64,34.3,228.34,1
2645,Air Conditioner,1 Ton,Voltas,32428,200.0,20.0,25.0,245.0,1
2646,Refrigerator,300 L,Samsung,26531,190.0,19.0,23.75,232.75,1
2647,Cooler,50 L,Voltas,19495,50.0,5.0,10.0,65.0,1
2648,Television,43 inch,OnePlus,33297,122.4,12.24,25.5,160.14,1
2649,Refrigerator,240 L,LG,25403,176.4,17.64,19.6,213.64,1
2650,Washing Machine,9 kg,LG,42652,176.4,17.64,17.64,211.68,1
2651,Refrigerator,340 L,LG,47665,215.6,21.56,29.4,266.56,1
2652,Mixer Grinder,750 W,Havells,3110,70.0,7.0,7.0,84.0,0
2653,Geyser/Water Heater,6 L,Racold,3599,41.2,4.12,4.12,49.44,1
2654,Washing Machine,7 kg,Godrej,21686,118.8,11.88,11.88,142.56,1
2655,Water Purifier,RO+UV,Livpure,12716,63.0,6.3,4.2,73.5,1
2656,Mixer Grinder,500 W,Bajaj,2747,50.5,5.05,5.05,60.6,1
2657,Television,75 inch,Xiaomi,98905,257.5,25.75,51.5,334.75,0
2658,Washing Machine,9 kg,Samsung,41269,171.0,17.1,17.1,205.2,1
2659,Gas Stove/Cooktop,2 Burner,Prestige,3382,30.0,3.0,3.0,36.0,1
2660,Washing Machine,9 kg,Whirlpool,40545,172.8,17.28,17.28,207.36,1
2661,Gas Stove/Cooktop,2 Burner,Elica,3943,36.0,3.6,3.6,43.2,1
2662,Mixer Grinder,500 W,Panasonic,2191,50.0,5.0,5.0,60.0,1
2663,Refrigerator,340 L,Whirlpool,38067,211.2,21.12,28.8,261.12,1
2664,Refrigerator,340 L,Whirlpool,33492,211.2,21.12,28.8,261.12,0
2665,Fans,52 inch,Orient,2135,27.25,2.73,3.27,33.25,0
2666,Television,50 inch,Xiaomi,42563,154.5,15.45,30.9,200.85,1
2667,Water Purifier,RO+UV,Kent,14806,60.0,6.0,4.0,70.0,1
2668,Refrigerator,340 L,Whirlpool,35999,211.2,21.12,28.8,261.12,0
2669,Fans,48 inch,Orient,2963,21.8,2.18,2.18,26.16,0
2670,Gas Stove/Cooktop,3 Burner,Butterfly,3722,38.0,3.8,3.8,45.6,0
2671,Cooler,20 L,Bajaj,6901,30.3,3.03,8.08,41.41,0
2672,Mixer Grinder,1000 W,Philips,5874,94.5,9.45,10.5,114.45,1
2673,Washing Machine,9 kg,Whirlpool,38090,172.8,17.28,17.28,207.36,0
2674,Television,65 inch,Sony,63648,264.0,26.4,48.0,338.4,0
2675,Cooler,50 L,Crompton,11691,50.0,5.0,10.0,65.0,1
2676,Gas Stove/Cooktop,3 Burner,Sunflame,5390,38.0,3.8,3.8,45.6,0
2677,Washing Machine,8 kg,LG,32527,147.0,14.7,14.7,176.4,0
2678,Mixer Grinder,500 W,Preethi,3461,57.5,5.75,5.75,69.0,1
2679,Television,32 inch,LG,16634,98.0,9.8,19.6,127.4,0
2680,Cooler,30 L,Symphony,7995,44.0,4.4,11.0,59.4,1
2681,Mixer Grinder,750 W,Preethi,5961,80.5,8.05,8.05,96.6,1
2682,Television,32 inch,Vu,20591,110.0,11.0,22.0,143.0,0
2683,Mixer Grinder,750 W,Panasonic,5566,70.0,7.0,7.0,84.0,1
2684,Air Conditioner,2 Ton,Voltas,40016,300.0,30.0,32.0,362.0,1
2685,Gas Stove/Cooktop,4 Burner,Sunflame,7629,47.5,4.75,4.75,57.0,0
2686,Mixer Grinder,1000 W,Preethi,7971,103.5,10.35,11.5,125.35,1
2687,Water Purifier,RO+UV+UF,Pureit,19699,78.4,7.84,3.92,90.16,0
2688,Mixer Grinder,750 W,Preethi,4924,80.5,8.05,8.05,96.6,0
2689,Geyser/Water Heater,6 L,Racold,3539,41.2,4.12,4.12,49.44,0
2690,Washing Machine,8 kg,IFB,30866,145.5,14.55,14.55,174.6,1
2691,Television,43 inch,TCL,28408,117.6,11.76,24.5,153.86,0
2692,Water Purifier,RO+UV,Pureit,8480,58.8,5.88,3.92,68.6,1
2693,Television,50 inch,LG,52318,147.0,14.7,29.4,191.1,0
2694,Television,75 inch,Samsung,93464,237.5,23.75,47.5,308.75,0
2695,Geyser/Water Heater,6 L,Crompton,2783,40.0,4.0,4.0,48.0,0
2696,Refrigerator,190 L,Haier,15161,150.0,15.0,15.0,180.0,1
2697,Television,55 inch,Xiaomi,58744,185.4,18.54,36.05,239.99,0
2698,Television,43 inch,Sony,35069,144.0,14.4,30.0,188.4,0
2699,Gas Stove/Cooktop,4 Burner,Elica,7570,60.0,6.0,6.0,72.0,0
2700,Refrigerator,190 L,Samsung,24056,142.5,14.25,14.25,171.0,1
2701,Television,43 inch,LG,26494,117.6,11.76,24.5,153.86,0
2702,Refrigerator,190 L,LG,19846,147.0,14.7,14.7,176.4,1
2703,Air Conditioner,2 Ton,Blue Star,40583,303.0,30.3,32.32,365.62,0
2704,Refrigerator,500 L,Haier,43639,250.0,25.0,40.0,315.0,1
2705,Geyser/Water Heater,10 L,Racold,5751,51.5,5.15,5.15,61.8,0
2706,Refrigerator,300 L,Panasonic,28837,200.0,20.0,25.0,245.0,1
2707,Television,32 inch,Xiaomi,23373,103.0,10.3,20.6,133.9,1
2708,Gas Stove/Cooktop,2 Burner,Sunflame,2739,28.5,2.85,2.85,34.2,0
2709,Air Conditioner,1 Ton,Hitachi,26141,230.0,23.0,28.75,281.75,0
2710,Television,50 inch,Vu,51258,165.0,16.5,33.0,214.5,1
2711,Gas Stove/Cooktop,2 Burner,Pigeon,2488,29.1,2.91,2.91,34.92,1
2712,Gas Stove/Cooktop,2 Burner,Bajaj,3284,30.3,3.03,3.03,36.36,1
2713,Geyser/Water Heater,6 L,AO Smith,2999,50.0,5.0,5.0,60.0,1
2714,Television,32 inch,Xiaomi,28631,103.0,10.3,20.6,133.9,0
2715,Washing Machine,8 kg,LG,31761,147.0,14.7,14.7,176.4,1
2716,Water Purifier,RO+UV+UF,Pureit,10122,78.4,7.84,3.92,90.16,1
2717,Gas Stove/Cooktop,4 Burner,Elica,5703,60.0,6.0,6.0,72.0,1
2718,Television,55 inch,Samsung,53495,171.0,17.1,33.25,221.35,0
2719,Water Purifier,RO+UV+UF,Aquaguard,16156,81.6,8.16,4.08,93.84,0
2720,Refrigerator,300 L,Panasonic,35542,200.0,20.0,25.0,245.0,0
2721,Refrigerator,340 L,Panasonic,38855,220.0,22.0,30.0,272.0,1
2722,Geyser/Water Heater,10 L,Crompton,4627,50.0,5.0,5.0,60.0,1
2723,Washing Machine,9 kg,Godrej,30771,178.2,17.82,17.82,213.84,1
2724,Cooler,50 L,Crompton,19596,50.0,5.0,10.0,65.0,0
2725,Television,43 inch,Vu,30925,132.0,13.2,27.5,172.7,1
2726,Washing Machine,9 kg,Whirlpool,33856,172.8,17.28,17.28,207.36,0
2727,Television,50 inch,Sony,35354,180.0,18.0,36.0,234.0,1
2728,Washing Machine,8 kg,LG,29336,147.0,14.7,14.7,176.4,0
2729,Air Conditioner,2 Ton,Blue Star,49749,303.0,30.3,32.32,365.62,1
2730,Refrigerator,190 L,LG,22598,147.0,14.7,14.7,176.4,1
2731,Television,32 inch,LG,28401,98.0,9.8,19.6,127.4,0
2732,Gas Stove/Cooktop,4 Burner,Sunflame,5640,47.5,4.75,4.75,57.0,1
2733,Refrigerator,300 L,Godrej,34874,198.0,19.8,24.75,242.55,0
2734,Television,32 inch,Samsung,23079,95.0,9.5,19.0,123.5,1
2735,Cooler,30 L,Havells,9609,40.0,4.0,10.0,54.0,0
2736,Television,55 inch,Vu,57904,198.0,19.8,38.5,256.3,0
2737,Washing Machine,8 kg,Samsung,39406,142.5,14.25,14.25,171.0,1
2738,Fans,52 inch,Bajaj,3755,25.25,2.52,3.03,30.8,1
2739,Television,43 inch,Sony,27863,144.0,14.4,30.0,188.4,1
2740,Gas Stove/Cooktop,3 Burner,Prestige,4738,40.0,4.0,4.0,48.0,0
2741,Television,65 inch,Sony,88448,264.0,26.4,48.0,338.4,0
2742,Cooler,30 L,Kenstar,10957,39.6,3.96,9.9,53.46,0
2743,Water Purifier,RO+UV,Kent,9203,60.0,6.0,4.0,70.0,1
2744,Washing Machine,8 kg,IFB,28809,145.5,14.55,14.55,174.6,1
2745,Refrigerator,190 L,Godrej,18775,148.5,14.85,14.85,178.2,1
2746,Water Purifier,RO+UV+UF,Blue Star,14324,80.8,8.08,4.04,92.92,0
2747,Air Conditioner,1 Ton,Blue Star,32157,202.0,20.2,25.25,247.45,1
2748,Television,43 inch,Sony,36941,144.0,14.4,30.0,188.4,1
2749,Mixer Grinder,1000 W,Preethi,6765,103.5,10.35,11.5,125.35,0
2750,Gas Stove/Cooktop,3 Burner,Prestige,3207,40.0,4.0,4.0,48.0,1
2751,Refrigerator,240 L,LG,27458,176.4,17.64,19.6,213.64,1
2752,Television,65 inch,TCL,61904,215.6,21.56,39.2,276.36,0
2753,Cooler,30 L,Kenstar,7043,39.6,3.96,9.9,53.46,1
2754,Geyser/Water Heater,10 L,Crompton,4572,50.0,5.0,5.0,60.0,1
2755,Washing Machine,6 kg,Whirlpool,20497,96.0,9.6,9.6,115.2,0
2756,Television,50 inch,OnePlus,54361,153.0,15.3,30.6,198.9,1
2757,Gas Stove/Cooktop,3 Burner,Pigeon,4063,38.8,3.88,3.88,46.56,1
2758,Refrigerator,500 L,Haier,45858,250.0,25.0,40.0,315.0,0
2759,Fans,52 inch,Usha,3090,25.5,2.55,3.06,31.11,1
2760,Mixer Grinder,1000 W,Panasonic,4575,90.0,9.0,10.0,109.0,0
2761,Air Conditioner,1 Ton,Hitachi,35416,230.0,23.0,28.75,281.75,1
2762,Television,55 inch,Xiaomi,53548,185.4,18.54,36.05,239.99,0
2763,Television,65 inch,LG,69125,215.6,21.56,39.2,276.36,1
2764,Gas Stove/Cooktop,2 Burner,Elica,3616,36.0,3.6,3.6,43.2,0
2765,Water Purifier,RO+UV,Aquaguard,9209,61.2,6.12,4.08,71.4,1
2766,Television,65 inch,TCL,71349,215.6,21.56,39.2,276.36,0
2767,Mixer Grinder,750 W,Morphy Richards,5469,77.0,7.7,7.7,92.4,0
2768,Television,43 inch,Sony,25685,144.0,14.4,30.0,188.4,0
2769,Mixer Grinder,750 W,Panasonic,5214,70.0,7.0,7.0,84.0,0
2770,Mixer Grinder,750 W,Preethi,4688,80.5,8.05,8.05,96.6,0
2771,Fans,48 inch,Bajaj,1944,20.2,2.02,2.02,24.24,0
2772,Water Purifier,RO+UV,Blue Star,8067,60.6,6.06,4.04,70.7,0
2773,Refrigerator,240 L,Panasonic,24107,180.0,18.0,20.0,218.0,1
2774,Television,50 inch,OnePlus,46221,153.0,15.3,30.6,198.9,1
2775,Mixer Grinder,500 W,Panasonic,2632,50.0,5.0,5.0,60.0,1
2776,Television,32 inch,Sony,17379,120.0,12.0,24.0,156.0,1
2777,Washing Machine,8 kg,Bosch,32953,144.0,14.4,14.4,172.8,0
2778,Television,43 inch,LG,26551,117.6,11.76,24.5,153.86,0
2779,Water Purifier,RO+UV+UF,Pureit,19665,78.4,7.84,3.92,90.16,0
2780,Mixer Grinder,750 W,Panasonic,3592,70.0,7.0,7.0,84.0,0
2781,Air Conditioner,1 Ton,LG,26165,196.0,19.6,24.5,240.1,0
2782,Washing Machine,7 kg,Samsung,27842,114.0,11.4,11.4,136.8,0
2783,Mixer Grinder,1000 W,Panasonic,7478,90.0,9.0,10.0,109.0,0
2784,Refrigerator,240 L,Panasonic,20078,180.0,18.0,20.0,218.0,1
2785,Refrigerator,340 L,Godrej,32388,217.8,21.78,29.7,269.28,0
2786,Gas Stove/Cooktop,3 Burner,Elica,3539,48.0,4.8,4.8,57.6,0
2787,Refrigerator,340 L,Whirlpool,37677,211.2,21.12,28.8,261.12,0
2788,Geyser/Water Heater,6 L,Havells,3194,40.0,4.0,4.0,48.0,1
2789,Water Purifier,RO+UV,HUL,12167,60.0,6.0,4.0,70.0,1
2790,Television,32 inch,Samsung,27395,95.0,9.5,19.0,123.5,1
2791,Refrigerator,240 L,Panasonic,28324,180.0,18.0,20.0,218.0,0
2792,Mixer Grinder,750 W,Philips,4870,73.5,7.35,7.35,88.2,1
2793,Geyser/Water Heater,15 L,Racold,6681,61.8,6.18,6.18,74.16,0
2794,Geyser/Water Heater,15 L,V-Guard,6397,66.0,6.6,6.6,79.2,1
2795,Television,32 inch,Samsung,16155,95.0,9.5,19.0,123.5,1
2796,Geyser/Water Heater,10 L,V-Guard,5465,55.0,5.5,5.5,66.0,1
2797,Gas Stove/Cooktop,4 Burner,Sunflame,4682,47.5,4.75,4.75,57.0,0
2798,Television,50 inch,Samsung,43851,142.5,14.25,28.5,185.25,1
2799,Cooler,50 L,Symphony,19328,55.0,5.5,11.0,71.5,0
2800,Air Conditioner,2 Ton,Blue Star,54707,303.0,30.3,32.32,365.62,0
2801,Television,32 inch,Samsung,22903,95.0,9.5,19.0,123.5,1
2802,Geyser/Water Heater,6 L,Racold,2083,41.2,4.12,4.12,49.44,1
2803,Mixer Grinder,1000 W,Morphy Richards,4552,99.0,9.9,11.0,119.9,1
2804,Gas Stove/Cooktop,4 Burner,Prestige,4648,50.0,5.0,5.0,60.0,0
2805,Air Conditioner,1.5 Ton,Samsung,47842,237.5,23.75,23.75,285.0,0
2806,Refrigerator,190 L,Whirlpool,24686,144.0,14.4,14.4,172.8,0
2807,Mixer Grinder,750 W,Havells,3610,70.0,7.0,7.0,84.0,1
2808,Washing Machine,7 kg,LG,24240,117.6,11.76,11.76,141.12,1
2809,Air Conditioner,1 Ton,Samsung,37413,190.0,19.0,23.75,232.75,1
2810,Television,50 inch,TCL,35218,147.0,14.7,29.4,191.1,1
2811,Mixer Grinder,500 W,Havells,3293,50.0,5.0,5.0,60.0,1
2812,Gas Stove/Cooktop,4 Burner,Pigeon,5213,48.5,4.85,4.85,58.2,1
2813,Gas Stove/Cooktop,2 Burner,Pigeon,3562,29.1,2.91,2.91,34.92,0
2814,Television,55 inch,Samsung,53295,171.0,17.1,33.25,221.35,0
2815,Television,50 inch,Samsung,56590,142.5,14.25,28.5,185.25,0
2816,Television,43 inch,LG,28191,117.6,11.76,24.5,153.86,1
2817,Geyser/Water Heater,6 L,V-Guard,2272,44.0,4.4,4.4,52.8,1
2818,Air Conditioner,1 Ton,Blue Star,39657,202.0,20.2,25.25,247.45,1
2819,Refrigerator,340 L,LG,41181,215.6,21.56,29.4,266.56,1
2820,Television,43 inch,Xiaomi,38198,123.6,12.36,25.75,161.71,1
2821,Washing Machine,8 kg,LG,35747,147.0,14.7,14.7,176.4,0
2822,Gas Stove/Cooktop,3 Burner,Elica,3108,48.0,4.8,4.8,57.6,0
2823,Television,75 inch,Vu,112663,275.0,27.5,55.0,357.5,1
2824,Water Purifier,RO+UV+UF,Aquaguard,11687,81.6,8.16,4.08,93.84,1
2825,Television,65 inch,LG,60633,215.6,21.56,39.2,276.36,0
2826,Geyser/Water Heater,10 L,Crompton,3254,50.0,5.0,5.0,60.0,0
2827,Television,43 inch,Sony,38558,144.0,14.4,30.0,188.4,0
2828,Television,55 inch,LG,53584,176.4,17.64,34.3,228.34,0
2829,Television,43 inch,TCL,33878,117.6,11.76,24.5,153.86,0
2830,Refrigerator,240 L,Haier,28686,180.0,18.0,20.0,218.0,0
2831,Cooler,50 L,Symphony,14404,55.0,5.5,11.0,71.5,1
2832,Refrigerator,500 L,Whirlpool,44070,240.0,24.0,38.4,302.4,1
2833,Gas Stove/Cooktop,4 Burner,Bajaj,6602,50.5,5.05,5.05,60.6,0
2834,Refrigerator,340 L,Godrej,43222,217.8,21.78,29.7,269.28,0
2835,Gas Stove/Cooktop,3 Burner,Elica,5677,48.0,4.8,4.8,57.6,0
2836,Cooler,50 L,Kenstar,19253,49.5,4.95,9.9,64.35,1
2837,Water Purifier,RO+UV+UF,Pureit,15469,78.4,7.84,3.92,90.16,1
2838,Air Conditioner,2 Ton,Daikin,48734,285.0,28.5,30.4,343.9,0
2839,Television,50 inch,TCL,38212,147.0,14.7,29.4,191.1,0
2840,Cooler,50 L,Bajaj,16726,50.5,5.05,10.1,65.65,1
2841,Cooler,50 L,Symphony,15655,55.0,5.5,11.0,71.5,0
2842,Television,55 inch,Xiaomi,68858,185.4,18.54,36.05,239.99,0
2843,Washing Machine,7 kg,Samsung,22801,114.0,11.4,11.4,136.8,1
2844,Washing Machine,9 kg,Bosch,40947,172.8,17.28,17.28,207.36,1
2845,Mixer Grinder,750 W,Panasonic,3079,70.0,7.0,7.0,84.0,1
2846,Cooler,30 L,Voltas,8488,40.0,4.0,10.0,54.0,0
2847,Geyser/Water Heater,15 L,Havells,5049,60.0,6.0,6.0,72.0,0
2848,Cooler,50 L,Bajaj,19911,50.5,5.05,10.1,65.65,0
2849,Television,43 inch,Vu,39276,132.0,13.2,27.5,172.7,0
2850,Mixer Grinder,750 W,Panasonic,3452,70.0,7.0,7.0,84.0,1
2851,Gas Stove/Cooktop,4 Burner,Prestige,6232,50.0,5.0,5.0,60.0,1
2852,Refrigerator,500 L,Haier,61166,250.0,25.0,40.0,315.0,0
2853,Gas Stove/Cooktop,4 Burner,Prestige,4760,50.0,5.0,5.0,60.0,0
2854,Refrigerator,340 L,Whirlpool,44063,211.2,21.12,28.8,261.12,0
2855,Fans,52 inch,Orient,2007,27.25,2.73,3.27,33.25,1
2856,Mixer Grinder,1000 W,Panasonic,4763,90.0,9.0,10.0,109.0,1
2857,Gas Stove/Cooktop,4 Burner,Pigeon,4499,48.5,4.85,4.85,58.2,1
2858,Water Purifier,RO+UV,Aquaguard,13131,61.2,6.12,4.08,71.4,1
2859,Washing Machine,7 kg,Godrej,22426,118.8,11.88,11.88,142.56,1
2860,Water Purifier,RO+UV,Pureit,11577,58.8,5.88,3.92,68.6,1
2861,Washing Machine,7 kg,Bosch,24375,115.2,11.52,11.52,138.24,0
2862,Refrigerator,240 L,Haier,27009,180.0,18.0,20.0,218.0,1
2863,Cooler,50 L,Havells,16104,50.0,5.0,10.0,65.0,0
2864,Fans,48 inch,Crompton,1523,20.0,2.0,2.0,24.0,1
2865,Water Purifier,RO+UV,Aquaguard,14748,61.2,6.12,4.08,71.4,1
2866,Geyser/Water Heater,6 L,Bajaj,3063,40.4,4.04,4.04,48.48,1
2867,Television,32 inch,Xiaomi,15588,103.0,10.3,20.6,133.9,1
2868,Gas Stove/Cooktop,3 Burner,Bajaj,5987,40.4,4.04,4.04,48.48,1
2869,Mixer Grinder,1000 W,Havells,5094,90.0,9.0,10.0,109.0,0
